date,barwiki (100+),barwiki (5+),barwiki (all)
2015/07/27,3,18,58
2015/07/28,3,18,59
2015/07/29,3,17,58
2015/07/30,3,16,58
2015/07/31,3,17,54
2015/08/01,3,16,56
2015/08/02,3,15,56
2015/08/03,3,15,55
2015/08/04,3,15,56
2015/08/05,3,17,57
2015/08/06,4,17,56
2015/08/07,4,17,61
2015/08/08,4,17,60
2015/08/09,4,20,61
2015/08/10,4,19,62
2015/08/11,4,18,61
2015/08/12,4,19,61
2015/08/13,4,16,63
2015/08/14,4,17,61
2015/08/15,4,17,61
2015/08/16,4,17,62
2015/08/17,4,17,61
2015/08/18,4,17,62
2015/08/19,4,17,64
2015/08/20,4,17,64
2015/08/21,4,18,65
2015/08/22,4,19,66
2015/08/23,4,19,65
2015/08/24,4,19,64
2015/08/25,4,19,66
2015/08/26,4,19,66
2015/08/27,4,19,66
2015/08/28,4,20,67
2015/08/29,4,20,64
2015/08/30,4,20,64
2015/08/31,4,20,64
2015/09/01,4,21,64
2015/09/02,4,21,63
2015/09/03,4,22,63
2015/09/04,4,22,63
2015/09/05,4,22,62
2015/09/06,4,22,58
2015/09/07,4,22,58
2015/09/08,4,21,57
2015/09/09,4,21,57
2015/09/10,4,21,56
2015/09/11,4,22,56
2015/09/12,4,22,52
2015/09/13,3,22,52
2015/09/14,3,22,55
2015/09/15,3,21,54
2015/09/16,3,21,57
2015/09/17,3,21,56
2015/09/18,3,21,57
2015/09/19,3,21,58
2015/09/20,3,22,58
2015/09/21,3,21,55
2015/09/22,3,21,56
2015/09/23,3,21,56
2015/09/24,3,21,54
2015/09/25,3,21,54
2015/09/26,3,20,56
2015/09/27,3,20,55
2015/09/28,3,19,57
2015/09/29,3,20,58
2015/09/30,3,20,59
2015/10/01,3,20,60
2015/10/02,3,20,60
2015/10/03,3,20,59
2015/10/04,3,20,60
2015/10/05,3,20,60
2015/10/06,3,20,59
2015/10/07,3,20,58
2015/10/08,3,20,58
2015/10/09,3,19,57
2015/10/10,4,19,57
2015/10/11,4,18,57
2015/10/12,4,18,56
2015/10/13,4,18,55
2015/10/14,4,18,56
2015/10/15,4,17,58
2015/10/16,4,17,58
2015/10/17,4,17,58
2015/10/18,4,18,59
2015/10/19,4,18,60
2015/10/20,5,17,58
2015/10/21,5,17,57
2015/10/22,5,17,55
2015/10/23,5,17,55
2015/10/24,5,17,59
2015/10/25,5,16,62
2015/10/26,5,16,62
2015/10/27,5,17,62
2015/10/28,5,18,65
2015/10/29,5,18,66
2015/10/30,5,18,67
2015/10/31,5,19,67
2015/11/01,5,20,66
2015/11/02,5,20,67
2015/11/03,5,20,66
2015/11/04,5,21,67
2015/11/05,4,23,68
2015/11/06,4,23,70
2015/11/07,4,23,71
2015/11/08,4,23,74
2015/11/09,4,23,75
2015/11/10,4,23,76
2015/11/11,4,24,79
2015/11/12,4,24,79
2015/11/13,4,24,76
2015/11/14,4,24,76
2015/11/15,4,25,76
2015/11/16,4,25,76
2015/11/17,4,24,77
2015/11/18,4,24,76
2015/11/19,3,25,76
2015/11/20,3,25,77
2015/11/21,3,25,79
2015/11/22,4,25,81
2015/11/23,4,25,79
2015/11/24,3,25,78
2015/11/25,3,25,77
2015/11/26,3,25,76
2015/11/27,3,24,73
2015/11/28,3,22,74
2015/11/29,4,22,74
2015/11/30,4,23,73
2015/12/01,4,24,72
2015/12/02,4,24,72
2015/12/03,4,24,73
2015/12/04,4,25,72
2015/12/05,5,24,71
2015/12/06,5,23,73
2015/12/07,6,23,74
2015/12/08,6,22,75
2015/12/09,6,23,76
2015/12/10,6,24,74
2015/12/11,6,24,72
2015/12/12,6,24,70
2015/12/13,6,24,72
2015/12/14,6,24,72
2015/12/15,6,23,69
2015/12/16,6,23,70
2015/12/17,6,23,69
2016/01/18,5,21,67
2016/01/19,5,20,65
2016/01/20,5,20,66
2016/01/21,4,20,61
2016/01/22,4,19,59
2016/01/23,4,19,60
2016/01/24,4,19,61
2016/01/25,4,18,63
2016/01/26,5,20,66
2016/01/27,5,19,67
2016/01/28,5,19,65
2016/01/29,5,19,67
2016/01/30,5,19,64
2016/01/31,5,18,64
2016/02/01,5,17,64
2016/02/02,5,18,66
2016/02/03,5,18,65
2016/02/04,5,18,69
2016/02/05,5,19,69
2016/02/06,5,19,67
2016/02/07,5,20,68
2016/02/08,5,22,67
2016/02/09,5,22,67
2016/02/10,5,21,69
2016/02/11,5,21,68
2016/02/12,5,20,68
2016/02/13,5,20,67
2016/02/14,5,20,65
2016/02/15,5,19,65
2016/02/16,5,19,62
2016/02/17,5,20,60
2016/02/18,5,21,58
2016/02/19,5,19,61
2016/02/20,5,19,61
2016/02/21,5,19,62
2016/02/22,5,20,60
2016/02/23,5,20,58
2016/02/24,4,19,56
2016/02/25,3,16,53
2016/02/26,3,15,53
2016/02/27,3,15,51
2016/02/28,3,15,49
2016/02/29,3,15,51
2016/03/01,4,16,51
2016/03/02,4,16,51
2016/03/03,4,16,51
2016/03/04,4,16,51
2016/03/05,4,15,49
2016/03/06,4,15,51
2016/03/07,4,16,51
2016/03/08,4,17,54
2016/03/09,4,17,54
2016/03/10,4,17,54
2016/03/11,4,18,52
2016/03/12,4,18,52
2016/03/13,4,17,55
2016/03/14,4,17,55
2016/03/15,4,17,56
2016/03/16,4,17,58
2016/03/17,4,16,57
2016/03/18,4,16,56
2016/03/19,4,16,54
2016/03/20,4,16,51
2016/03/21,4,16,52
2016/03/22,4,16,52
2016/03/23,4,17,52
2016/03/24,4,17,52
2016/03/25,4,17,53
2016/03/26,4,17,53
2016/03/27,4,17,53
2016/03/28,4,18,53
2016/03/29,4,18,53
2016/03/30,4,18,51
2016/03/31,4,18,51
2016/04/01,4,18,49
2016/04/02,4,18,49
2016/04/03,4,18,47
2016/04/04,4,17,47
2016/04/05,4,17,44
2016/04/06,4,16,43
2016/04/07,4,15,42
2016/04/08,4,15,41
2016/04/09,4,15,44
2016/04/10,4,15,44
2016/04/11,4,15,44
2016/04/12,4,15,44
2016/04/13,4,16,46
2016/04/14,4,17,47
2016/04/15,4,17,48
2016/04/16,4,17,50
2016/04/17,4,17,50
2016/04/18,4,17,50
2016/04/19,4,17,52
2016/04/20,3,17,53
2016/04/21,3,17,53
2016/04/22,3,17,54
2016/04/23,3,16,55
2016/04/24,3,16,54
2016/04/25,2,17,55
2016/04/26,2,18,55
2016/04/27,2,18,54
2016/04/28,2,17,55
2016/04/29,2,17,56
2016/04/30,2,16,56
2016/05/01,2,16,56
2016/05/02,2,16,55
2016/05/03,2,16,55
2016/05/04,2,18,55
2016/05/05,2,18,57
2016/05/06,2,19,59
2016/05/07,2,18,59
2016/05/08,2,18,61
2016/05/09,2,18,59
2016/05/10,2,18,58
2016/05/11,2,19,60
2016/05/12,2,20,59
2016/05/13,2,19,58
2016/05/14,2,19,60
2016/05/15,2,19,57
2016/05/16,2,19,57
2016/05/17,2,19,56
2016/05/18,2,19,58
2016/05/19,2,19,60
2016/05/20,2,19,59
2016/05/21,1,19,58
2016/05/22,1,19,60
2016/05/23,1,19,58
2016/05/24,1,19,61
2016/05/25,2,19,64
2016/05/26,2,17,63
2016/05/27,2,17,63
2016/05/28,2,17,65
2016/05/29,2,19,66
2016/05/30,2,20,67
2016/05/31,2,20,69
2016/06/01,2,19,69
2016/06/02,2,18,67
2016/06/03,2,18,67
2016/06/04,1,18,66
2016/06/05,1,16,63
2016/06/06,1,17,63
2016/06/07,1,17,60
2016/06/08,1,17,59
2016/06/09,1,17,60
2016/06/10,1,16,58
2016/06/11,1,16,57
2016/06/12,1,16,56
2016/06/13,1,14,54
2016/06/14,1,14,54
2016/06/15,1,13,51
2016/06/16,1,13,51
2016/06/17,1,14,50
2016/06/18,1,15,49
2016/06/19,1,15,49
2016/06/20,1,15,48
2016/06/21,1,15,44
2016/06/22,1,15,46
2016/06/23,1,15,45
2016/06/24,1,15,45
2016/06/25,1,14,46
2016/06/26,1,14,46
2016/06/27,1,14,43
2016/06/28,1,13,40
2016/06/29,1,12,39
2016/06/30,2,12,41
2016/07/01,2,12,43
2016/07/02,2,12,44
2016/07/03,2,12,45
2016/07/04,2,12,44
2016/07/05,2,13,46
2016/07/06,2,13,46
2016/07/07,2,13,47
2016/07/08,2,13,45
2016/07/09,2,13,45
2016/07/10,2,13,47
2016/07/11,2,13,48
2016/07/12,2,13,50
2016/07/13,2,14,51
2016/07/14,2,14,51
2016/07/15,3,14,50
